order_id,order_date,customer_id,region,product,category,quantity,amount_cents
432,2026-01-13,1001,ap-south,toolkit-deluxe,tools,2,43996
433,2026-02-22,1122,us-west,toolkit,tools,4,21992
434,2026-04-07,1073,us-west,toolkit-deluxe,tools,3,59997
435,2026-04-27,1166,us-east,toolkit-deluxe,tools,1,23998
436,2026-03-10,1044,us-west,toolkit,tools,1,5498
437,2026-04-30,1126,us-west,gadget-pro,gadgets,4,41596
438,2026-04-23,1076,eu-west,widget-pro,widgets,1,7999
439,2026-04-29,1116,us-east,toolkit,tools,3,14997
440,2026-04-24,1119,ap-south,toolkit-deluxe,tools,5,89995
441,2026-04-14,1041,us-west,gadget-mini,gadgets,3,3597
442,2026-03-24,1003,ap-south,toolkit-deluxe,tools,2,39998
443,2026-04-12,1172,eu-west,toolkit-deluxe,tools,5,99995
444,2026-03-20,1109,us-west,widget-pro,widgets,4,47992
445,2026-01-12,1047,eu-west,toolkit,tools,1,4999
446,2026-02-11,1066,ap-south,widget-pro,widgets,1,8999
447,2026-02-27,1084,us-west,gadget-pro,gadgets,3,46794
448,2026-02-03,1177,us-east,gadget-mini,gadgets,3,4944
449,2026-03-27,1078,us-east,widget-pro,widgets,4,31996
450,2026-03-29,1176,ap-south,widget-pro,widgets,3,29997
451,2026-02-17,1056,eu-west,widget-basic,widgets,2,3998
452,2026-01-20,1095,ap-south,widget-pro,widgets,5,49995
453,2026-04-07,1195,ap-south,gadget-pro,gadgets,2,25998
454,2026-03-09,1180,us-east,widget-pro,widgets,5,49995
455,2026-04-28,1015,us-east,gadget-mini,gadgets,1,1499
456,2026-03-15,1042,us-west,toolkit,tools,2,9998
457,2026-01-15,1183,ap-south,gadget-mini,gadgets,2,3296
458,2026-01-12,1014,ap-south,toolkit,tools,4,19996
459,2026-03-07,1144,us-west,gadget-pro,gadgets,4,51996
460,2026-03-28,1185,ap-south,widget-basic,widgets,3,7194
461,2026-02-02,1190,ap-south,widget-basic,widgets,1,2398
462,2026-01-06,1179,us-east,widget-pro,widgets,3,29997
463,2026-04-30,1008,us-east,widget-basic,widgets,4,6396
464,2026-01-24,1196,ap-south,gadget-mini,gadgets,2,3596
465,2026-02-17,1096,ap-south,toolkit-deluxe,tools,4,79996
466,2026-03-29,1034,us-east,gadget-pro,gadgets,5,71490
467,2026-01-16,1100,eu-west,toolkit-deluxe,tools,5,89995
468,2026-04-04,1193,us-west,toolkit,tools,1,4499
469,2026-03-01,1108,eu-west,widget-basic,widgets,5,10990
470,2026-04-16,1117,ap-south,toolkit,tools,2,8998
471,2026-02-05,1008,us-west,gadget-mini,gadgets,1,1349
472,2026-03-20,1061,ap-south,toolkit-deluxe,tools,1,23998
473,2026-01-13,1114,us-east,widget-pro,widgets,1,9999
474,2026-02-01,1102,us-east,toolkit,tools,1,5498
475,2026-03-11,1035,us-west,gadget-pro,gadgets,1,11699
476,2026-01-30,1081,eu-west,toolkit,tools,5,29990
477,2026-01-31,1169,eu-west,toolkit,tools,2,9998
478,2026-02-22,1015,us-west,toolkit,tools,3,14997
479,2026-03-22,1142,us-west,toolkit,tools,4,21992
480,2026-02-14,1134,us-east,gadget-pro,gadgets,4,57192
481,2026-02-22,1096,ap-south,gadget-mini,gadgets,3,4047
482,2026-01-31,1076,ap-south,widget-pro,widgets,2,23996
483,2026-04-14,1143,us-west,toolkit-deluxe,tools,1,19999
484,2026-03-13,1099,ap-south,gadget-pro,gadgets,2,25998
485,2026-01-27,1115,eu-west,widget-pro,widgets,1,9999
486,2026-03-10,1013,us-east,gadget-mini,gadgets,2,3296
487,2026-03-28,1010,ap-south,gadget-mini,gadgets,5,7495
488,2026-04-13,1185,us-west,widget-basic,widgets,5,11990
489,2026-03-03,1077,us-west,toolkit-deluxe,tools,3,53997
490,2026-04-30,1191,us-west,widget-basic,widgets,1,1799
491,2026-03-31,1101,us-west,gadget-pro,gadgets,2,25998
492,2026-04-10,1119,eu-west,widget-pro,widgets,4,39996
493,2026-02-09,1131,eu-west,toolkit,tools,3,14997
494,2026-01-13,1194,ap-south,gadget-pro,gadgets,4,62392
495,2026-02-17,1011,us-west,gadget-mini,gadgets,4,5996
496,2026-04-05,1066,us-west,toolkit,tools,1,4499
497,2026-02-07,1084,ap-south,toolkit,tools,2,8998
498,2026-03-14,1127,ap-south,widget-pro,widgets,2,23996
499,2026-02-02,1185,eu-west,toolkit,tools,4,23992
500,2026-02-28,1043,ap-south,toolkit-deluxe,tools,3,53997
501,2026-01-24,1134,ap-south,widget-pro,widgets,1,9999
502,2026-04-15,1195,us-east,widget-basic,widgets,1,2198
503,2026-01-18,1017,ap-south,widget-basic,widgets,2,4796
504,2026-01-02,1116,us-west,toolkit-deluxe,tools,5,89995
505,2026-03-21,1123,us-east,gadget-mini,gadgets,5,8240
506,2026-01-03,1141,ap-south,toolkit-deluxe,tools,5,79995
507,2026-01-03,1137,us-east,gadget-pro,gadgets,3,38997
508,2026-03-06,1045,us-east,gadget-mini,gadgets,4,7192
509,2026-03-09,1049,us-east,widget-basic,widgets,2,3598
510,2026-04-15,1101,eu-west,toolkit,tools,3,14997
511,2026-02-21,1062,eu-west,widget-basic,widgets,5,9995
512,2026-02-08,1167,us-west,toolkit-deluxe,tools,1,21998
513,2026-01-12,1096,us-east,toolkit-deluxe,tools,4,79996
514,2026-01-08,1179,ap-south,toolkit,tools,1,5498
515,2026-03-05,1165,us-east,widget-pro,widgets,4,47992
516,2026-04-25,1058,us-east,gadget-mini,gadgets,1,1499
517,2026-02-04,1175,ap-south,widget-pro,widgets,1,7999
518,2026-01-23,1004,us-east,gadget-mini,gadgets,3,5394
519,2026-04-07,1019,us-west,widget-pro,widgets,4,47992
520,2026-03-14,1099,us-west,gadget-mini,gadgets,5,6745
521,2026-02-19,1176,eu-west,toolkit-deluxe,tools,2,47996
522,2026-03-06,1013,us-east,toolkit-deluxe,tools,3,65994
523,2026-01-30,1087,ap-south,widget-basic,widgets,1,2398
524,2026-04-10,1162,ap-south,toolkit,tools,1,4999
525,2026-03-04,1141,ap-south,gadget-mini,gadgets,3,4047
526,2026-01-24,1169,ap-south,gadget-pro,gadgets,5,71490
527,2026-04-09,1063,us-east,gadget-pro,gadgets,3,38997
528,2026-01-11,1097,us-east,toolkit-deluxe,tools,2,39998
529,2026-04-05,1092,us-west,toolkit-deluxe,tools,3,59997
530,2026-01-01,1092,us-east,widget-basic,widgets,4,7996
531,2026-01-17,1110,us-east,gadget-mini,gadgets,2,2398
532,2026-01-14,1090,ap-south,gadget-pro,gadgets,1,10399
533,2026-03-18,1098,us-east,toolkit,tools,3,14997
534,2026-02-22,1185,eu-west,widget-basic,widgets,1,1999
535,2026-03-15,1175,us-west,toolkit,tools,2,9998
536,2026-01-18,1068,us-west,gadget-pro,gadgets,3,38997
537,2026-01-09,1070,us-west,gadget-pro,gadgets,4,46796
538,2026-03-03,1092,eu-west,gadget-pro,gadgets,1,15598
539,2026-04-03,1152,us-west,gadget-mini,gadgets,4,6592
540,2026-02-28,1077,us-west,toolkit,tools,2,7998
541,2026-02-12,1097,ap-south,widget-basic,widgets,5,11990
542,2026-02-12,1034,ap-south,gadget-mini,gadgets,5,7495
543,2026-03-19,1122,eu-west,gadget-mini,gadgets,2,3296
544,2026-02-20,1188,us-west,gadget-mini,gadgets,3,4497
545,2026-03-15,1083,ap-south,toolkit-deluxe,tools,2,47996
546,2026-04-15,1093,eu-west,gadget-pro,gadgets,4,62392
547,2026-03-17,1174,us-west,widget-basic,widgets,2,3998
548,2026-04-04,1112,us-east,toolkit,tools,2,9998
549,2026-04-15,1172,us-east,gadget-mini,gadgets,4,7192
550,2026-03-23,1064,us-west,gadget-pro,gadgets,2,25998
551,2026-04-02,1018,us-west,toolkit-deluxe,tools,4,79996
552,2026-03-16,1129,ap-south,gadget-pro,gadgets,5,64995
553,2026-03-11,1179,ap-south,toolkit-deluxe,tools,3,47997
554,2026-01-14,1168,us-east,toolkit,tools,2,11996
555,2026-01-22,1011,eu-west,toolkit-deluxe,tools,5,109990
556,2026-04-07,1027,ap-south,toolkit,tools,4,19996
557,2026-02-03,1191,us-east,widget-basic,widgets,5,8995
558,2026-02-27,1118,us-west,toolkit,tools,4,19996
559,2026-02-14,1026,us-west,toolkit-deluxe,tools,4,63996
560,2026-04-28,1186,ap-south,gadget-mini,gadgets,1,1199
561,2026-02-09,1052,eu-west,widget-pro,widgets,4,39996
562,2026-02-14,1112,ap-south,toolkit,tools,1,4999
563,2026-02-10,1011,ap-south,toolkit-deluxe,tools,3,47997
564,2026-01-03,1165,us-east,toolkit-deluxe,tools,3,71994
565,2026-04-30,1132,us-west,widget-basic,widgets,2,4396
566,2026-02-12,1118,us-west,widget-pro,widgets,4,39996
567,2026-03-22,1163,ap-south,widget-pro,widgets,2,17998
568,2026-02-20,1050,ap-south,toolkit-deluxe,tools,5,79995
569,2026-02-19,1052,ap-south,gadget-pro,gadgets,2,20798
570,2026-03-15,1047,us-east,gadget-mini,gadgets,5,5995
571,2026-01-26,1067,eu-west,gadget-mini,gadgets,1,1499
572,2026-03-09,1152,ap-south,toolkit-deluxe,tools,3,65994
573,2026-03-17,1090,ap-south,gadget-pro,gadgets,3,31197
574,2026-04-15,1157,us-west,gadget-pro,gadgets,3,42894
575,2026-03-28,1030,us-east,toolkit,tools,3,13497
576,2026-01-15,1177,eu-west,widget-pro,widgets,3,26997
577,2026-02-23,1147,ap-south,widget-pro,widgets,2,19998
578,2026-01-24,1177,ap-south,gadget-pro,gadgets,5,64995
579,2026-03-13,1073,us-west,toolkit-deluxe,tools,4,71996
580,2026-02-10,1158,us-west,widget-pro,widgets,4,47992
581,2026-01-02,1049,eu-west,widget-basic,widgets,2,3998
582,2026-02-22,1106,ap-south,gadget-pro,gadgets,4,57192
583,2026-03-04,1144,ap-south,toolkit-deluxe,tools,1,17999
584,2026-02-07,1057,us-west,widget-basic,widgets,3,4797
585,2026-01-22,1144,eu-west,toolkit,tools,4,23992
586,2026-03-12,1146,ap-south,toolkit-deluxe,tools,1,19999
587,2026-04-10,1138,eu-west,widget-basic,widgets,3,5997
588,2026-03-11,1026,ap-south,widget-basic,widgets,4,7196
589,2026-02-08,1115,us-west,toolkit-deluxe,tools,1,23998
590,2026-04-21,1112,eu-west,gadget-mini,gadgets,1,1798
591,2026-01-27,1176,us-west,widget-basic,widgets,5,11990
592,2026-01-22,1052,ap-south,gadget-mini,gadgets,2,2998
593,2026-03-14,1071,us-east,widget-pro,widgets,5,49995
594,2026-02-11,1074,us-west,toolkit,tools,3,16494
595,2026-04-20,1034,eu-west,toolkit,tools,1,4999
596,2026-02-05,1179,us-east,gadget-pro,gadgets,2,31196
597,2026-01-19,1063,us-west,widget-pro,widgets,3,32994
598,2026-03-04,1161,ap-south,toolkit-deluxe,tools,5,89995
599,2026-02-18,1162,ap-south,gadget-mini,gadgets,1,1499
600,2026-03-07,1177,ap-south,widget-basic,widgets,3,6594
601,2026-03-04,1000,ap-south,gadget-mini,gadgets,5,7495
602,2026-04-04,1016,us-east,toolkit-deluxe,tools,3,59997
603,2026-01-28,1126,ap-south,toolkit,tools,2,9998
604,2026-04-17,1140,eu-west,gadget-mini,gadgets,3,4497
605,2026-03-14,1087,us-west,toolkit,tools,4,23992
606,2026-01-06,1004,us-east,toolkit-deluxe,tools,4,63996
607,2026-02-26,1109,us-west,widget-basic,widgets,1,1999
608,2026-04-23,1040,us-west,widget-pro,widgets,3,32994
609,2026-03-25,1021,us-east,gadget-mini,gadgets,3,4497
610,2026-01-07,1185,us-west,gadget-mini,gadgets,3,4497
611,2026-02-24,1180,us-west,toolkit-deluxe,tools,1,21998
612,2026-01-28,1033,us-east,widget-basic,widgets,1,1999
613,2026-03-08,1002,us-west,toolkit,tools,4,21992
614,2026-04-15,1177,eu-west,widget-basic,widgets,4,6396
615,2026-01-10,1022,ap-south,widget-pro,widgets,4,35996
616,2026-01-14,1076,us-east,toolkit-deluxe,tools,3,59997
617,2026-04-10,1164,ap-south,widget-pro,widgets,2,23996
618,2026-01-09,1002,us-west,toolkit-deluxe,tools,5,99995
619,2026-02-26,1160,us-west,toolkit,tools,2,9998
620,2026-04-28,1175,us-west,toolkit-deluxe,tools,5,99995
621,2026-01-12,1192,us-west,gadget-pro,gadgets,2,20798
622,2026-02-14,1035,ap-south,widget-basic,widgets,3,5997
623,2026-03-24,1141,eu-west,widget-pro,widgets,2,15998
624,2026-04-10,1168,eu-west,toolkit,tools,1,5498
625,2026-03-08,1048,us-west,gadget-mini,gadgets,5,7495
626,2026-02-07,1061,ap-south,toolkit-deluxe,tools,1,21998
627,2026-01-15,1163,ap-south,gadget-pro,gadgets,4,46796
628,2026-03-09,1081,us-east,toolkit,tools,3,11997
629,2026-04-21,1107,ap-south,widget-pro,widgets,5,59990
630,2026-04-08,1004,us-west,gadget-mini,gadgets,1,1499
631,2026-01-02,1010,us-east,toolkit,tools,2,9998
632,2026-03-06,1196,ap-south,widget-basic,widgets,5,9995
633,2026-03-31,1163,ap-south,gadget-pro,gadgets,1,12999
634,2026-02-05,1020,us-west,toolkit,tools,3,11997
635,2026-04-14,1083,us-west,toolkit,tools,5,22495
636,2026-02-09,1186,us-east,gadget-pro,gadgets,4,57192
637,2026-02-01,1029,us-east,widget-pro,widgets,4,31996
638,2026-02-09,1030,us-east,gadget-pro,gadgets,2,28596
639,2026-03-31,1127,us-west,widget-basic,widgets,2,3198
640,2026-01-22,1191,eu-west,gadget-mini,gadgets,2,2998
641,2026-04-09,1109,us-east,gadget-mini,gadgets,3,3597
642,2026-02-03,1160,us-east,gadget-mini,gadgets,5,8240
643,2026-02-28,1014,ap-south,widget-basic,widgets,3,5997
644,2026-02-17,1197,us-west,gadget-pro,gadgets,3,35097
645,2026-01-30,1000,us-east,widget-basic,widgets,5,10990
646,2026-02-01,1093,us-east,widget-basic,widgets,4,6396
647,2026-01-23,1141,us-west,gadget-pro,gadgets,1,15598
648,2026-01-29,1106,ap-south,toolkit-deluxe,tools,2,39998
649,2026-02-04,1146,eu-west,toolkit-deluxe,tools,1,23998
650,2026-03-06,1045,us-east,gadget-mini,gadgets,1,1648
651,2026-02-21,1072,us-east,widget-pro,widgets,4,31996
652,2026-01-12,1002,eu-west,gadget-mini,gadgets,4,5996
653,2026-02-07,1189,us-west,gadget-mini,gadgets,3,4497
654,2026-03-01,1126,us-west,toolkit,tools,5,24995
655,2026-01-20,1006,us-west,widget-pro,widgets,4,31996
656,2026-03-23,1085,eu-west,widget-pro,widgets,1,11998
657,2026-04-19,1026,ap-south,widget-basic,widgets,3,6594
658,2026-02-23,1036,us-west,widget-pro,widgets,1,9999
659,2026-01-12,1133,eu-west,toolkit-deluxe,tools,2,31998
660,2026-02-28,1148,eu-west,gadget-pro,gadgets,1,14298
661,2026-03-23,1019,us-west,widget-basic,widgets,4,9592
662,2026-02-25,1060,us-east,toolkit,tools,2,10996
663,2026-04-19,1179,eu-west,gadget-mini,gadgets,4,5996
664,2026-02-10,1059,eu-west,toolkit-deluxe,tools,3,59997
665,2026-01-18,1027,us-west,widget-basic,widgets,5,11990
666,2026-01-22,1080,us-east,widget-pro,widgets,4,39996
667,2026-03-10,1115,us-east,gadget-pro,gadgets,2,25998
668,2026-02-03,1023,ap-south,gadget-mini,gadgets,1,1798
669,2026-04-16,1010,eu-west,widget-pro,widgets,5,54990
670,2026-01-19,1091,eu-west,widget-pro,widgets,2,15998
671,2026-03-28,1044,us-east,gadget-pro,gadgets,3,38997
672,2026-04-20,1191,ap-south,widget-basic,widgets,5,9995
673,2026-01-13,1035,us-west,toolkit,tools,1,4999
674,2026-01-08,1033,us-east,widget-basic,widgets,2,4796
675,2026-02-17,1149,ap-south,widget-pro,widgets,1,10998
676,2026-04-28,1005,eu-west,toolkit,tools,1,5998
677,2026-04-26,1032,us-west,widget-basic,widgets,4,8792
678,2026-01-16,1012,eu-west,widget-basic,widgets,4,6396
679,2026-04-16,1127,ap-south,widget-pro,widgets,4,43992
680,2026-03-29,1090,ap-south,widget-basic,widgets,2,3998
681,2026-02-05,1038,us-west,widget-pro,widgets,4,39996
682,2026-03-24,1105,us-west,widget-basic,widgets,4,7996
683,2026-01-08,1098,ap-south,toolkit,tools,3,11997
684,2026-01-26,1063,ap-south,widget-pro,widgets,5,54990
685,2026-02-18,1122,us-east,toolkit-deluxe,tools,3,71994
686,2026-02-14,1082,ap-south,toolkit,tools,5,24995
687,2026-01-24,1152,eu-west,gadget-pro,gadgets,3,31197
688,2026-04-25,1014,us-east,widget-pro,widgets,3,35994
689,2026-04-09,1040,eu-west,gadget-pro,gadgets,2,25998
690,2026-03-26,1136,us-west,widget-basic,widgets,3,5397
691,2026-04-08,1099,us-east,toolkit-deluxe,tools,5,89995
692,2026-01-23,1081,us-west,gadget-mini,gadgets,5,6745
693,2026-04-27,1180,eu-west,toolkit-deluxe,tools,1,19999
694,2026-03-14,1144,eu-west,toolkit-deluxe,tools,2,39998
695,2026-03-11,1125,ap-south,widget-pro,widgets,2,19998
696,2026-01-08,1056,us-east,widget-basic,widgets,5,8995
697,2026-01-01,1051,ap-south,widget-basic,widgets,5,9995
698,2026-04-02,1015,eu-west,widget-pro,widgets,3,26997
699,2026-03-17,1198,us-west,widget-basic,widgets,2,4396
700,2026-01-10,1150,eu-west,widget-basic,widgets,4,7996
701,2026-02-08,1040,eu-west,widget-basic,widgets,2,3998
702,2026-04-12,1166,ap-south,toolkit-deluxe,tools,4,87992
703,2026-04-01,1091,us-west,gadget-mini,gadgets,5,7495
704,2026-02-18,1032,us-west,widget-pro,widgets,3,29997
705,2026-03-31,1197,us-east,widget-pro,widgets,4,39996
706,2026-01-24,1156,us-east,toolkit,tools,3,14997
707,2026-04-30,1084,us-east,widget-pro,widgets,2,19998
708,2026-01-31,1042,us-east,toolkit-deluxe,tools,3,59997
709,2026-04-16,1114,us-east,toolkit-deluxe,tools,3,65994
710,2026-01-27,1089,eu-west,widget-basic,widgets,1,1799
711,2026-04-03,1098,us-east,gadget-mini,gadgets,1,1199
712,2026-01-22,1096,ap-south,gadget-pro,gadgets,4,51996
713,2026-01-13,1147,ap-south,gadget-mini,gadgets,4,7192
714,2026-01-21,1008,us-west,toolkit-deluxe,tools,1,19999
715,2026-02-10,1018,us-east,gadget-mini,gadgets,1,1499
716,2026-04-24,1187,us-west,gadget-mini,gadgets,2,2998
717,2026-02-13,1123,us-east,widget-basic,widgets,5,9995
718,2026-02-25,1155,us-east,toolkit-deluxe,tools,2,43996
719,2026-01-07,1052,us-west,gadget-pro,gadgets,3,31197
720,2026-03-31,1067,ap-south,widget-pro,widgets,5,49995
721,2026-02-08,1012,eu-west,toolkit-deluxe,tools,1,17999
722,2026-01-20,1000,ap-south,gadget-pro,gadgets,3,31197
723,2026-02-07,1122,us-east,gadget-pro,gadgets,5,77990
724,2026-01-04,1163,us-east,widget-pro,widgets,2,17998
725,2026-03-02,1078,us-east,gadget-mini,gadgets,1,1798
726,2026-03-04,1023,ap-south,gadget-pro,gadgets,3,42894
727,2026-01-24,1094,ap-south,toolkit-deluxe,tools,4,79996
728,2026-01-06,1119,ap-south,widget-pro,widgets,4,39996
729,2026-04-18,1015,us-west,gadget-mini,gadgets,5,7495
730,2026-01-11,1138,us-east,widget-pro,widgets,3,32994
731,2026-03-12,1133,us-west,gadget-pro,gadgets,4,41596
732,2026-03-15,1076,ap-south,gadget-pro,gadgets,4,46796
733,2026-04-26,1128,ap-south,widget-basic,widgets,1,2398
734,2026-01-16,1044,us-west,toolkit,tools,4,23992
735,2026-04-14,1010,us-west,widget-pro,widgets,2,17998
736,2026-03-29,1160,us-east,gadget-pro,gadgets,2,25998
737,2026-02-10,1022,eu-west,widget-pro,widgets,1,10998
738,2026-03-12,1133,ap-south,gadget-pro,gadgets,3,38997
739,2026-04-11,1150,us-east,gadget-pro,gadgets,5,71490
740,2026-01-15,1037,ap-south,toolkit,tools,2,9998
741,2026-04-29,1199,us-east,toolkit,tools,5,19995
742,2026-04-22,1105,eu-west,widget-basic,widgets,3,5997
743,2026-03-25,1155,ap-south,gadget-mini,gadgets,5,7495
744,2026-01-23,1036,us-east,gadget-pro,gadgets,4,51996
745,2026-01-05,1176,ap-south,toolkit,tools,3,14997
746,2026-04-06,1095,us-east,widget-pro,widgets,3,29997
747,2026-04-15,1079,eu-west,widget-basic,widgets,3,7194
748,2026-04-20,1058,ap-south,gadget-mini,gadgets,1,1648
749,2026-04-06,1068,eu-west,widget-pro,widgets,3,29997
750,2026-03-19,1048,ap-south,toolkit-deluxe,tools,1,21998
751,2026-04-27,1189,us-west,gadget-pro,gadgets,4,62392
752,2026-04-16,1040,eu-west,gadget-pro,gadgets,5,51995
753,2026-04-01,1034,eu-west,widget-basic,widgets,4,7996
754,2026-01-23,1014,us-east,toolkit,tools,2,8998
755,2026-02-28,1180,us-east,widget-pro,widgets,3,23997
756,2026-02-17,1129,eu-west,widget-pro,widgets,4,47992
757,2026-03-29,1095,us-east,gadget-pro,gadgets,2,20798
758,2026-01-23,1150,ap-south,gadget-pro,gadgets,4,62392
759,2026-02-14,1191,eu-west,toolkit,tools,3,13497
760,2026-02-06,1012,us-east,toolkit-deluxe,tools,4,63996
761,2026-04-20,1173,us-west,widget-pro,widgets,2,17998
762,2026-03-25,1005,eu-west,widget-pro,widgets,5,49995
763,2026-03-02,1153,us-east,toolkit-deluxe,tools,2,35998
764,2026-02-02,1182,us-west,widget-basic,widgets,3,5997
765,2026-02-24,1117,eu-west,toolkit-deluxe,tools,3,59997
766,2026-03-01,1159,us-west,gadget-mini,gadgets,5,7495
767,2026-01-01,1143,us-east,gadget-pro,gadgets,3,38997
768,2026-02-08,1123,eu-west,toolkit-deluxe,tools,1,21998
769,2026-02-05,1070,eu-west,widget-basic,widgets,3,6594
770,2026-01-25,1195,eu-west,gadget-mini,gadgets,5,6745
771,2026-04-14,1103,us-east,widget-pro,widgets,5,59990
772,2026-03-29,1167,eu-west,toolkit-deluxe,tools,1,17999
773,2026-02-03,1099,eu-west,gadget-pro,gadgets,4,51996
774,2026-03-16,1048,us-east,toolkit-deluxe,tools,5,109990
775,2026-03-29,1171,us-west,gadget-mini,gadgets,4,5996
776,2026-04-19,1046,eu-west,gadget-mini,gadgets,5,6745
777,2026-03-02,1185,us-east,gadget-mini,gadgets,3,4047
778,2026-03-29,1056,us-west,toolkit,tools,1,4999
779,2026-04-06,1107,us-west,gadget-mini,gadgets,3,5394
780,2026-02-03,1118,eu-west,gadget-mini,gadgets,3,4497
781,2026-01-07,1148,ap-south,widget-basic,widgets,5,11990
782,2026-03-02,1030,us-east,toolkit,tools,5,22495
783,2026-03-09,1013,ap-south,toolkit-deluxe,tools,4,79996
784,2026-01-26,1145,us-west,widget-pro,widgets,4,39996
785,2026-02-10,1199,us-west,gadget-pro,gadgets,2,31196
786,2026-02-12,1080,ap-south,widget-basic,widgets,2,4396
787,2026-01-01,1053,us-east,toolkit-deluxe,tools,3,59997
788,2026-03-04,1033,us-west,widget-pro,widgets,1,11998
789,2026-03-23,1109,ap-south,toolkit,tools,4,19996
790,2026-01-01,1051,ap-south,gadget-pro,gadgets,5,51995
791,2026-01-02,1048,eu-west,toolkit-deluxe,tools,5,99995
792,2026-03-22,1057,us-east,widget-basic,widgets,2,4396
793,2026-02-09,1098,eu-west,toolkit-deluxe,tools,1,17999
794,2026-01-22,1076,eu-west,toolkit,tools,1,3999
795,2026-04-04,1134,ap-south,gadget-mini,gadgets,5,7495
796,2026-04-24,1087,ap-south,gadget-mini,gadgets,2,3296
797,2026-04-07,1103,eu-west,gadget-pro,gadgets,2,23398
798,2026-01-29,1054,us-west,widget-basic,widgets,2,4396
799,2026-03-17,1031,us-east,toolkit-deluxe,tools,2,39998
800,2026-02-18,1197,us-east,gadget-mini,gadgets,3,4944
801,2026-03-18,1167,us-east,toolkit,tools,1,3999
802,2026-03-30,1113,us-east,widget-basic,widgets,4,6396
803,2026-03-12,1179,us-east,gadget-pro,gadgets,4,51996
804,2026-03-30,1077,us-west,widget-pro,widgets,1,10998
805,2026-03-26,1159,us-east,gadget-pro,gadgets,3,38997
806,2026-02-23,1130,us-west,toolkit,tools,1,5998
807,2026-02-06,1127,us-east,toolkit-deluxe,tools,1,15999
808,2026-04-10,1051,us-west,widget-pro,widgets,5,49995
809,2026-02-07,1140,ap-south,gadget-mini,gadgets,1,1349
810,2026-03-30,1060,us-west,gadget-pro,gadgets,3,38997
811,2026-03-27,1146,us-east,widget-basic,widgets,1,1599
812,2026-01-20,1019,ap-south,toolkit-deluxe,tools,5,79995
813,2026-04-26,1116,us-east,toolkit-deluxe,tools,2,39998
814,2026-03-01,1044,eu-west,gadget-mini,gadgets,1,1199
815,2026-02-16,1109,eu-west,widget-basic,widgets,3,7194
816,2026-01-13,1002,us-east,toolkit-deluxe,tools,1,23998
817,2026-02-12,1159,us-west,widget-pro,widgets,4,39996
818,2026-02-17,1046,us-east,gadget-mini,gadgets,3,5394
819,2026-02-21,1098,ap-south,widget-basic,widgets,3,5997
820,2026-04-13,1028,ap-south,toolkit-deluxe,tools,2,39998
821,2026-04-19,1106,us-east,widget-pro,widgets,1,8999
822,2026-04-13,1046,ap-south,toolkit,tools,4,19996
823,2026-04-10,1007,ap-south,toolkit,tools,5,24995
824,2026-03-03,1105,us-west,toolkit-deluxe,tools,1,19999
825,2026-01-09,1003,us-east,gadget-pro,gadgets,3,38997
826,2026-03-27,1132,us-west,toolkit-deluxe,tools,3,71994
827,2026-02-25,1123,us-east,toolkit,tools,2,10996
828,2026-01-20,1156,ap-south,gadget-mini,gadgets,5,8990
829,2026-03-24,1120,us-east,widget-basic,widgets,5,8995
830,2026-01-10,1082,us-west,gadget-pro,gadgets,4,62392
831,2026-02-05,1057,eu-west,widget-pro,widgets,5,39995
832,2026-02-21,1020,ap-south,toolkit,tools,2,11996
833,2026-04-13,1022,ap-south,gadget-pro,gadgets,4,51996
834,2026-02-10,1190,ap-south,gadget-pro,gadgets,4,41596
835,2026-01-14,1009,us-east,toolkit-deluxe,tools,4,79996
836,2026-04-16,1158,us-east,toolkit,tools,5,19995
837,2026-04-24,1052,eu-west,toolkit-deluxe,tools,5,99995
838,2026-02-13,1057,ap-south,toolkit-deluxe,tools,1,19999
839,2026-03-13,1153,eu-west,gadget-pro,gadgets,5,77990
840,2026-04-02,1024,eu-west,gadget-pro,gadgets,1,12999
841,2026-01-01,1162,us-west,toolkit-deluxe,tools,3,59997
842,2026-03-31,1042,eu-west,gadget-mini,gadgets,1,1199
843,2026-04-16,1027,us-west,gadget-pro,gadgets,4,57192
844,2026-01-25,1055,us-west,gadget-mini,gadgets,4,4796
845,2026-04-02,1193,us-west,gadget-pro,gadgets,1,12999
846,2026-04-29,1031,us-east,gadget-pro,gadgets,5,71490
847,2026-03-26,1034,ap-south,gadget-pro,gadgets,5,64995
848,2026-03-09,1141,us-east,gadget-pro,gadgets,1,14298
849,2026-04-29,1177,ap-south,gadget-pro,gadgets,2,25998
850,2026-04-04,1026,us-west,toolkit,tools,2,11996
851,2026-03-06,1155,eu-west,gadget-pro,gadgets,4,51996
852,2026-02-05,1075,us-west,toolkit-deluxe,tools,3,59997
853,2026-01-18,1179,us-west,gadget-pro,gadgets,5,64995
854,2026-04-18,1080,eu-west,toolkit-deluxe,tools,5,109990
855,2026-01-26,1182,us-west,toolkit-deluxe,tools,5,89995
856,2026-04-28,1181,eu-west,gadget-mini,gadgets,2,3296
857,2026-03-06,1181,us-west,toolkit-deluxe,tools,3,59997
858,2026-03-13,1146,eu-west,widget-basic,widgets,5,9995
859,2026-03-28,1073,ap-south,toolkit-deluxe,tools,5,109990
860,2026-03-08,1097,us-east,gadget-pro,gadgets,1,10399
861,2026-03-27,1068,us-east,widget-pro,widgets,2,15998
